epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,117.097,1.0491,1.84673,1.13189,0.52478,0.40495,0.39919,0.25578,1.38951,2.05397,1.31205,3.30033e-05,3.30033e-05,0.0670297
2,229.09,0.9074,1.20904,1.06424,0.69802,0.58413,0.6503,0.46241,1.09584,1.22899,1.13064,6.57285e-05,6.57285e-05,0.0337291
3,341.597,0.87479,1.07329,1.04097,0.83032,0.6105,0.70249,0.51435,1.07692,1.00139,1.09043,9.78427e-05,9.78427e-05,0.000427876
4,453.465,0.8506,0.98952,1.0263,0.77335,0.67007,0.71112,0.51454,1.05004,0.9456,1.09758,9.725e-05,9.725e-05,9.725e-05
5,565.103,0.83395,0.92627,1.02101,0.84947,0.65159,0.73447,0.53604,1.04666,0.92578,1.08388,9.63333e-05,9.63333e-05,9.63333e-05
6,677.188,0.81628,0.89139,1.01501,0.8088,0.70631,0.74928,0.55858,1.01556,0.88528,1.06626,9.54167e-05,9.54167e-05,9.54167e-05
7,789.032,0.80446,0.85925,1.00424,0.84775,0.70924,0.76083,0.56513,1.01996,0.88005,1.08975,9.45e-05,9.45e-05,9.45e-05
8,900.794,0.79641,0.81784,1.00072,0.80159,0.68014,0.7495,0.56426,1.04314,0.89537,1.08991,9.35833e-05,9.35833e-05,9.35833e-05
9,1012.43,0.78878,0.80001,0.99797,0.834,0.68389,0.75453,0.56331,1.00559,0.8915,1.0708,9.26667e-05,9.26667e-05,9.26667e-05
10,1124.34,0.77851,0.78221,0.98999,0.87767,0.68761,0.7736,0.57127,1.02651,0.86379,1.09074,9.175e-05,9.175e-05,9.175e-05
11,1235.73,0.77408,0.76407,0.99109,0.86334,0.69144,0.76732,0.57994,0.99025,0.82459,1.05147,9.08333e-05,9.08333e-05,9.08333e-05
12,1347.38,0.77117,0.75222,0.9867,0.87084,0.7244,0.78303,0.5873,0.99517,0.80017,1.05819,8.99167e-05,8.99167e-05,8.99167e-05
13,1458.84,0.759,0.74315,0.98345,0.87517,0.70417,0.77018,0.58545,1.01947,0.80806,1.08128,8.9e-05,8.9e-05,8.9e-05
14,1570.52,0.75905,0.71697,0.97655,0.88176,0.70993,0.78958,0.59861,1.00277,0.79268,1.06288,8.80833e-05,8.80833e-05,8.80833e-05
15,1682.13,0.74803,0.71315,0.97585,0.81855,0.70687,0.77627,0.58178,0.9976,0.80039,1.07241,8.71667e-05,8.71667e-05,8.71667e-05
16,1794.09,0.74098,0.69817,0.97081,0.87135,0.72505,0.78689,0.6045,0.96645,0.7827,1.04144,8.625e-05,8.625e-05,8.625e-05
17,1906.18,0.74222,0.68517,0.97193,0.85743,0.74443,0.79274,0.60404,0.98109,0.77753,1.05012,8.53333e-05,8.53333e-05,8.53333e-05
18,2018.15,0.73399,0.67053,0.96963,0.83318,0.73084,0.78432,0.60199,0.97405,0.79728,1.04304,8.44167e-05,8.44167e-05,8.44167e-05
19,2129.79,0.7284,0.66604,0.96907,0.84556,0.76044,0.79071,0.59905,0.96912,0.76723,1.05002,8.35e-05,8.35e-05,8.35e-05
20,2241.46,0.72259,0.65184,0.96296,0.89536,0.71248,0.78861,0.60928,0.97093,0.74472,1.04761,8.25833e-05,8.25833e-05,8.25833e-05
21,2353.19,0.71725,0.64177,0.96422,0.87469,0.76545,0.80387,0.6213,0.95189,0.7202,1.01658,8.16667e-05,8.16667e-05,8.16667e-05
22,2464.74,0.71682,0.635,0.95775,0.8413,0.73846,0.7882,0.61011,0.96637,0.74405,1.0487,8.075e-05,8.075e-05,8.075e-05
23,2576.32,0.71963,0.64214,0.96397,0.8809,0.7328,0.79491,0.61397,0.96171,0.73504,1.02492,7.98333e-05,7.98333e-05,7.98333e-05
24,2688.02,0.70666,0.62517,0.95566,0.79821,0.74163,0.78252,0.60633,0.97751,0.7923,1.04883,7.89167e-05,7.89167e-05,7.89167e-05
25,2799.66,0.70508,0.61784,0.95239,0.87814,0.76346,0.80999,0.62276,0.96657,0.739,1.05076,7.8e-05,7.8e-05,7.8e-05
26,2911.54,0.70348,0.61205,0.95405,0.85475,0.74944,0.7992,0.61435,0.96966,0.74669,1.04989,7.70833e-05,7.70833e-05,7.70833e-05
27,3023.29,0.69863,0.60806,0.95064,0.83485,0.76318,0.80484,0.61817,0.97462,0.73965,1.0374,7.61667e-05,7.61667e-05,7.61667e-05
28,3134.86,0.69719,0.60631,0.94914,0.90157,0.75269,0.80969,0.61894,0.95557,0.71857,1.02723,7.525e-05,7.525e-05,7.525e-05
29,3246.36,0.69066,0.60212,0.94709,0.8725,0.75421,0.81936,0.6323,0.96073,0.71027,1.03176,7.43333e-05,7.43333e-05,7.43333e-05
30,3357.87,0.69226,0.59369,0.94797,0.89787,0.73484,0.80999,0.62676,0.96482,0.72219,1.03799,7.34167e-05,7.34167e-05,7.34167e-05
31,3469.4,0.6855,0.58655,0.9439,0.92236,0.72585,0.80788,0.62769,0.94475,0.6741,1.01433,7.25e-05,7.25e-05,7.25e-05
32,3580.97,0.68136,0.57334,0.93813,0.87793,0.75233,0.82256,0.62826,0.94484,0.68512,1.02207,7.15833e-05,7.15833e-05,7.15833e-05
33,3692.91,0.67851,0.57542,0.93726,0.88479,0.76278,0.81413,0.64106,0.91838,0.6796,1.01821,7.06667e-05,7.06667e-05,7.06667e-05
34,3804.71,0.67462,0.56509,0.93728,0.87162,0.7659,0.80561,0.6244,0.9351,0.69949,1.02103,6.975e-05,6.975e-05,6.975e-05
35,3916.22,0.67289,0.56067,0.93348,0.91887,0.73852,0.80951,0.63285,0.92657,0.68236,1.00503,6.88333e-05,6.88333e-05,6.88333e-05
36,4027.86,0.6692,0.55885,0.9361,0.87023,0.7792,0.81069,0.63255,0.94089,0.67998,1.01889,6.79167e-05,6.79167e-05,6.79167e-05
37,4139.5,0.66412,0.55973,0.93842,0.89557,0.75114,0.80757,0.62885,0.93867,0.70152,1.02925,6.7e-05,6.7e-05,6.7e-05
38,4251.26,0.66881,0.55362,0.93281,0.91602,0.76654,0.81446,0.63884,0.92255,0.65961,1.02075,6.60833e-05,6.60833e-05,6.60833e-05
39,4362.69,0.65761,0.54401,0.93098,0.8966,0.7505,0.81894,0.64079,0.9144,0.67289,1.01111,6.51667e-05,6.51667e-05,6.51667e-05
40,4474.09,0.66567,0.54368,0.93298,0.86737,0.79203,0.82577,0.6383,0.91785,0.66443,1.01612,6.425e-05,6.425e-05,6.425e-05
41,4585.66,0.66675,0.54339,0.93292,0.89511,0.76122,0.81095,0.63671,0.9322,0.69886,1.0164,6.33333e-05,6.33333e-05,6.33333e-05
42,4697.36,0.64911,0.53056,0.92654,0.91953,0.76564,0.81923,0.64371,0.92025,0.65037,0.99663,6.24167e-05,6.24167e-05,6.24167e-05
43,4809.27,0.65016,0.52738,0.92683,0.87548,0.78989,0.82347,0.64908,0.89264,0.64436,0.99802,6.15e-05,6.15e-05,6.15e-05
44,4920.92,0.65671,0.53257,0.92828,0.89325,0.77533,0.81001,0.63024,0.92133,0.66496,1.01721,6.05833e-05,6.05833e-05,6.05833e-05
45,5032.13,0.64544,0.52654,0.92436,0.88371,0.79656,0.82661,0.6305,0.9322,0.64081,1.03201,5.96667e-05,5.96667e-05,5.96667e-05
46,5143.61,0.65004,0.52136,0.92147,0.91307,0.76525,0.82232,0.63927,0.91962,0.64893,1.0143,5.875e-05,5.875e-05,5.875e-05
47,5254.98,0.6461,0.5199,0.92265,0.90279,0.75506,0.81792,0.63945,0.90892,0.65646,1.02005,5.78333e-05,5.78333e-05,5.78333e-05
48,5366.58,0.64963,0.52122,0.92564,0.90345,0.75207,0.8125,0.63702,0.92199,0.65357,1.00482,5.69167e-05,5.69167e-05,5.69167e-05
49,5478.28,0.64192,0.51185,0.92165,0.91433,0.75394,0.82291,0.64452,0.91343,0.64106,1.01739,5.6e-05,5.6e-05,5.6e-05
50,5589.89,0.64097,0.51252,0.92185,0.88842,0.78251,0.82557,0.64174,0.92973,0.64327,1.02963,5.50833e-05,5.50833e-05,5.50833e-05
51,5701.26,0.63183,0.49814,0.9166,0.89971,0.77633,0.81789,0.64094,0.90059,0.63981,1.00869,5.41667e-05,5.41667e-05,5.41667e-05
52,5812.86,0.63595,0.50966,0.92015,0.91841,0.76389,0.83214,0.65266,0.89238,0.6347,1.0054,5.325e-05,5.325e-05,5.325e-05
53,5924.77,0.63184,0.49932,0.91928,0.88355,0.80924,0.83374,0.64182,0.91763,0.62496,1.0217,5.23333e-05,5.23333e-05,5.23333e-05
54,6036.41,0.63243,0.49485,0.91648,0.90604,0.78463,0.83356,0.64995,0.90013,0.61105,1.00202,5.14167e-05,5.14167e-05,5.14167e-05
55,6148.06,0.62487,0.48422,0.91219,0.92163,0.76977,0.82001,0.63764,0.91065,0.63071,1.0067,5.05e-05,5.05e-05,5.05e-05
56,6259.66,0.63099,0.49445,0.91569,0.92687,0.7752,0.82848,0.64519,0.8934,0.62389,1.00423,4.95833e-05,4.95833e-05,4.95833e-05
57,6371.53,0.62823,0.49619,0.91514,0.91858,0.77556,0.82288,0.64456,0.90503,0.625,1.00936,4.86667e-05,4.86667e-05,4.86667e-05
58,6483.24,0.61795,0.4819,0.90939,0.9047,0.78771,0.82658,0.65084,0.8948,0.62253,0.99526,4.775e-05,4.775e-05,4.775e-05
59,6594.97,0.62297,0.48509,0.91147,0.91417,0.7779,0.82433,0.64907,0.90405,0.6195,1.00192,4.68333e-05,4.68333e-05,4.68333e-05
60,6706.63,0.61893,0.48313,0.90871,0.91718,0.78637,0.82714,0.64939,0.8998,0.59774,1.00519,4.59167e-05,4.59167e-05,4.59167e-05
61,6818.25,0.621,0.4803,0.91219,0.90426,0.78614,0.82966,0.64432,0.90118,0.63073,1.00307,4.5e-05,4.5e-05,4.5e-05
62,6930.1,0.61632,0.47604,0.91083,0.92665,0.77819,0.83133,0.64867,0.90482,0.58877,1.00186,4.40833e-05,4.40833e-05,4.40833e-05
63,7041.95,0.61,0.46584,0.909,0.89953,0.79101,0.8276,0.6462,0.90169,0.61723,1.02018,4.31667e-05,4.31667e-05,4.31667e-05
64,7153.2,0.6035,0.46522,0.90749,0.90623,0.77949,0.83232,0.65054,0.88185,0.58924,0.99804,4.225e-05,4.225e-05,4.225e-05
65,7264.94,0.6115,0.47284,0.90663,0.91238,0.77108,0.83091,0.65152,0.8864,0.60854,1.00204,4.13333e-05,4.13333e-05,4.13333e-05
66,7376.78,0.61387,0.46661,0.90763,0.91962,0.79764,0.83519,0.65321,0.87392,0.59632,0.99976,4.04167e-05,4.04167e-05,4.04167e-05
67,7488.32,0.60091,0.46099,0.90766,0.91788,0.79613,0.83195,0.64893,0.88643,0.59435,1.00847,3.95e-05,3.95e-05,3.95e-05
68,7600.02,0.60206,0.45758,0.90217,0.91543,0.7899,0.83308,0.65277,0.89067,0.58744,1.00378,3.85833e-05,3.85833e-05,3.85833e-05
69,7711.59,0.60034,0.45415,0.89859,0.93281,0.78627,0.83876,0.6639,0.87813,0.58399,0.98913,3.76667e-05,3.76667e-05,3.76667e-05
70,7822.97,0.59835,0.4545,0.90163,0.91873,0.78001,0.83485,0.65892,0.8779,0.59254,0.98972,3.675e-05,3.675e-05,3.675e-05
71,7934.59,0.60164,0.45728,0.90789,0.92591,0.7884,0.83115,0.65636,0.86697,0.58864,0.98792,3.58333e-05,3.58333e-05,3.58333e-05
72,8045.86,0.59572,0.45127,0.90229,0.93096,0.77966,0.83028,0.65392,0.86975,0.58558,0.9864,3.49167e-05,3.49167e-05,3.49167e-05
73,8157.49,0.59332,0.45073,0.90299,0.933,0.78267,0.82547,0.65233,0.88359,0.58713,1.0019,3.4e-05,3.4e-05,3.4e-05
74,8269.31,0.5961,0.45292,0.90282,0.92465,0.78402,0.83281,0.65726,0.87863,0.57516,0.99802,3.30833e-05,3.30833e-05,3.30833e-05
75,8380.98,0.59742,0.44849,0.89836,0.9343,0.77125,0.82868,0.65765,0.87272,0.57494,0.99962,3.21667e-05,3.21667e-05,3.21667e-05
76,8492.51,0.59422,0.45069,0.90104,0.89702,0.80179,0.83336,0.656,0.87006,0.58043,0.99688,3.125e-05,3.125e-05,3.125e-05
77,8604.11,0.58655,0.44343,0.89866,0.92655,0.77759,0.83557,0.65572,0.87019,0.57325,0.99598,3.03333e-05,3.03333e-05,3.03333e-05
78,8715.79,0.58342,0.43659,0.89639,0.94175,0.77793,0.83162,0.65707,0.86863,0.56879,0.98825,2.94167e-05,2.94167e-05,2.94167e-05
79,8827.38,0.59008,0.44281,0.89994,0.92406,0.78591,0.82813,0.65823,0.86574,0.57401,0.99398,2.85e-05,2.85e-05,2.85e-05
80,8939.05,0.58835,0.43808,0.89847,0.92193,0.78647,0.82752,0.65547,0.86203,0.57523,0.98504,2.75833e-05,2.75833e-05,2.75833e-05
81,9050.44,0.58117,0.4324,0.89522,0.93409,0.78515,0.83651,0.65777,0.86395,0.58088,0.99023,2.66667e-05,2.66667e-05,2.66667e-05
82,9162.22,0.58394,0.43276,0.89367,0.92487,0.79303,0.83658,0.6576,0.85711,0.57154,0.98667,2.575e-05,2.575e-05,2.575e-05
83,9273.93,0.58612,0.43509,0.89755,0.92843,0.78972,0.8363,0.65991,0.85993,0.5689,0.98146,2.48333e-05,2.48333e-05,2.48333e-05
84,9385.64,0.57642,0.4307,0.89323,0.9156,0.79963,0.83451,0.65997,0.8538,0.55465,0.98069,2.39167e-05,2.39167e-05,2.39167e-05
85,9497.14,0.57768,0.42534,0.89514,0.91806,0.80378,0.83611,0.66174,0.84952,0.55555,0.98231,2.3e-05,2.3e-05,2.3e-05
86,9608.98,0.57444,0.42537,0.89193,0.92249,0.79637,0.83492,0.65834,0.8562,0.55543,0.98697,2.20833e-05,2.20833e-05,2.20833e-05
87,9720.59,0.57841,0.42799,0.89374,0.91674,0.79135,0.83395,0.66194,0.8495,0.56013,0.98623,2.11667e-05,2.11667e-05,2.11667e-05
88,9832.28,0.57186,0.42004,0.89281,0.92907,0.79363,0.83318,0.65984,0.84469,0.55811,0.98363,2.025e-05,2.025e-05,2.025e-05
89,9944.12,0.5752,0.41887,0.89361,0.91707,0.80242,0.83437,0.66172,0.84591,0.55852,0.9815,1.93333e-05,1.93333e-05,1.93333e-05
90,10056.2,0.58015,0.42312,0.89024,0.91355,0.80397,0.82696,0.6583,0.85191,0.56805,0.97996,1.84167e-05,1.84167e-05,1.84167e-05
91,10168,0.57649,0.42052,0.88998,0.91696,0.79905,0.83458,0.66323,0.84465,0.56147,0.97832,1.75e-05,1.75e-05,1.75e-05
92,10279.3,0.56711,0.41438,0.89099,0.9356,0.79457,0.8359,0.66138,0.84958,0.56187,0.98193,1.65833e-05,1.65833e-05,1.65833e-05
93,10390.8,0.56929,0.41151,0.88917,0.92142,0.79504,0.83747,0.66345,0.85412,0.56065,0.9878,1.56667e-05,1.56667e-05,1.56667e-05
94,10502.3,0.56623,0.41111,0.88862,0.92379,0.79008,0.8368,0.66585,0.85446,0.561,0.99075,1.475e-05,1.475e-05,1.475e-05
95,10614,0.56921,0.41474,0.88817,0.91511,0.79815,0.83751,0.66493,0.8614,0.56494,0.9997,1.38333e-05,1.38333e-05,1.38333e-05
96,10725.6,0.5668,0.41099,0.88763,0.9218,0.79287,0.83597,0.66395,0.86688,0.56771,1.0022,1.29167e-05,1.29167e-05,1.29167e-05
97,10837.3,0.56775,0.40975,0.89162,0.91537,0.78931,0.83471,0.66077,0.86891,0.5654,1.0048,1.2e-05,1.2e-05,1.2e-05
98,10948.7,0.5674,0.41176,0.8894,0.93846,0.78255,0.83351,0.66134,0.87033,0.5701,1.0026,1.10833e-05,1.10833e-05,1.10833e-05
99,11047.6,0.54424,0.361,0.87033,0.93658,0.77479,0.83315,0.65964,0.87329,0.56431,1.00889,1.01667e-05,1.01667e-05,1.01667e-05
100,11147.7,0.53665,0.34977,0.87147,0.92027,0.78392,0.83355,0.65808,0.86873,0.55831,1.00754,9.25e-06,9.25e-06,9.25e-06
101,11247.5,0.53172,0.34556,0.86548,0.92552,0.78589,0.83452,0.66075,0.87101,0.56201,1.00707,8.33333e-06,8.33333e-06,8.33333e-06
102,11346.4,0.53205,0.35031,0.86838,0.92774,0.78586,0.83595,0.66008,0.86834,0.5648,1.00405,7.41667e-06,7.41667e-06,7.41667e-06
103,11445.2,0.53115,0.34512,0.86702,0.93235,0.78871,0.83711,0.66142,0.86619,0.55926,1.0014,6.5e-06,6.5e-06,6.5e-06
104,11543.9,0.52291,0.34724,0.8693,0.93311,0.79224,0.83746,0.66294,0.86212,0.55876,0.99978,5.58333e-06,5.58333e-06,5.58333e-06
105,11642.8,0.52498,0.33652,0.86471,0.94533,0.78793,0.83696,0.6644,0.86156,0.55784,1.00016,4.66667e-06,4.66667e-06,4.66667e-06
106,11741.5,0.52597,0.34145,0.86543,0.94272,0.78935,0.83682,0.66487,0.85959,0.55793,0.99826,3.75e-06,3.75e-06,3.75e-06
107,11840.5,0.52406,0.34012,0.86623,0.94079,0.78929,0.83686,0.66501,0.85637,0.55793,0.99752,2.83333e-06,2.83333e-06,2.83333e-06
108,11939.5,0.52698,0.33584,0.86428,0.93072,0.79892,0.83673,0.66546,0.85508,0.55627,0.99719,1.91667e-06,1.91667e-06,1.91667e-06
